"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"1",1,"All Sites","Both Sexes","All Races",2001,487.42404608,0.810664386,481.00828633,487.4759235,0.81070049,483.25748026,487.56383739,0.810771882,483.85480315
"2",2,"All Sites","Both Sexes","All Races",2002,483.35930934,0.800421534,479.22477322,483.42540757,0.800471344,479.28661777,483.50757775,0.800536481,478.45733197
"3",3,"All Sites","Both Sexes","All Races",2003,469.26727661,0.78188048,477.44787312,469.35345667,0.781948963,475.34838333,469.47664031,0.782049638,473.12007038
"4",4,"All Sites","Both Sexes","All Races",2004,471.21577531,0.777960761,475.67756154,471.31373534,0.778031595,471.44250883,471.41922016,0.778117845,467.84234671
"5",5,"All Sites","Both Sexes","All Races",2005,467.30010625,0.779419463,473.91381402,467.40812071,0.779506277,467.56872839,455.14228078,0.75891144,462.62349683
"6",6,"All Sites","Both Sexes","All Races",2006,469.83973652,0.765692519,472.15660624,470.00535408,0.765821413,470.14099967,470.17974832,0.765958255,467.05025582
"7",7,"All Sites","Both Sexes","All Races",2007,477.07207178,0.764874448,470.40591395,476.88814126,0.764408511,472.72742197,477.13609293,0.764608612,471.51937364
"8",8,"All Sites","Both Sexes","All Races",2008,472.42746934,0.754441727,468.66171299,472.09699734,0.753731165,475.32807316,472.02043733,0.753409945,476.03125564
"9",9,"All Sites","Both Sexes","All Races",2009,470.51591245,0.7465506,466.92397928,470.07789518,0.745648013,468.49585445,469.92342533,0.745258555,469.06555972
"10",10,"All Sites","Both Sexes","All Races",2010,460.5748948,0.732419777,461.81924037,460.15993517,0.73147645,461.76183994,459.96980208,0.731055589,462.20179181
"11",11,"All Sites","Both Sexes","All Races",2011,456.98623379,0.723581315,456.77031003,456.39919102,0.722364427,455.12461808,456.2341112,0.721950754,455.43846042
"12",12,"All Sites","Both Sexes","All Races",2012,447.97349359,0.709602276,451.77657813,447.15219111,0.707879984,448.58279758,447.08021264,0.707536463,448.77409587
"13",13,"All Sites","Both Sexes","All Races",2013,442.59746723,0.698384799,446.83744118,441.82873112,0.696614179,442.1350072,441.85096753,0.696348654,442.20725
"14",14,"All Sites","Both Sexes","All Races",2014,441.45310323,0.691911556,441.95230233,440.71639493,0.689814738,440.57737254,440.98000609,0.68951434,440.85449326
"15",15,"All Sites","Both Sexes","All Races",2015,443.18701448,0.690532401,437.12057123,441.65070556,0.685539631,439.0252254,442.32724372,0.685487739,439.50587474
"16",16,"All Sites","Both Sexes","All Races",2016,431.42552994,0.699445779,432.34166398,435.68624543,0.678509616,437.47854645,439.4925296,0.680913625,438.16138178
"17",17,"All Sites","Both Sexes","All Races",2017,NA,NA,NA,NA,NA,NA,434.25088524,0.694202353,436.82100176
"18",18,"All Sites","Both Sexes","White",2000,492.77332964,0.901748932,497.31817952,492.83840997,0.901809244,497.32320579,492.98391155,0.901942714,497.74935041
"19",19,"All Sites","Both Sexes","White",2001,496.40335707,0.899741917,492.2396712,496.47455916,0.899807569,492.32563225,496.62156016,0.899941108,492.65642731
"20",20,"All Sites","Both Sexes","White",2002,492.18715993,0.890071352,487.21302354,492.31149751,0.890184737,487.37827905,492.43706255,0.890298559,487.6156145
"21",21,"All Sites","Both Sexes","White",2003,477.54965756,0.870878341,482.23770695,477.68750625,0.871010291,482.48064152,477.87054488,0.871175508,482.62637879
"22",22,"All Sites","Both Sexes","White",2004,479.7878982,0.868595325,477.31319724,479.91526194,0.868709067,477.63222009,480.09479208,0.8688733,477.68819247
"23",23,"All Sites","Both Sexes","White",2005,477.85397629,0.872875229,480.37185763,477.97174492,0.87298721,480.36016346,466.65073458,0.852060569,472.80053318
"24",24,"All Sites","Both Sexes","White",2006,481.04715456,0.860808773,483.45011815,481.31734688,0.861053938,483.10368716,481.59184369,0.861296248,477.73053953
"25",25,"All Sites","Both Sexes","White",2007,487.61307875,0.861210792,486.5481044,487.39188798,0.860552016,485.8628802,487.77819133,0.860899406,482.71195226
"26",26,"All Sites","Both Sexes","White",2008,483.72155166,0.852357636,481.77190164,483.32760982,0.851406191,481.20052737,483.31727895,0.851006176,487.74530739
"27",27,"All Sites","Both Sexes","White",2009,481.0263004,0.844854825,477.04258451,480.53530984,0.843697319,476.58291461,480.42711466,0.843216224,480.14535563
"28",28,"All Sites","Both Sexes","White",2010,471.18533896,0.831233452,472.35969275,470.73933953,0.830063393,472.00961257,470.62562163,0.829588344,472.66382483
"29",29,"All Sites","Both Sexes","White",2011,468.28858168,0.824064814,467.72277062,467.7806826,0.822787395,467.48019606,467.72635464,0.822364507,465.29886978
"30",30,"All Sites","Both Sexes","White",2012,459.0718607,0.810257476,463.13136688,458.37038331,0.808499331,462.99424394,458.38308082,0.80813769,458.04867401
"31",31,"All Sites","Both Sexes","White",2013,453.10628729,0.798758412,458.58503468,452.48228095,0.79698908,458.55133914,452.6790457,0.796805748,456.06713985
"32",32,"All Sites","Both Sexes","White",2014,453.91901819,0.795541121,454.08333159,453.38873029,0.793445333,454.15106857,453.9233027,0.793324342,454.09417787
"33",33,"All Sites","Both Sexes","White",2015,455.80286257,0.796665772,449.62581949,454.28499862,0.790912633,449.79302311,455.35700538,0.791215016,452.129751
"34",34,"All Sites","Both Sexes","White",2016,444.64636978,0.812687184,445.21206459,447.69130401,0.785416998,445.47679757,451.59636856,0.787493705,450.1738223
"35",35,"All Sites","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,445.71809916,0.806753936,448.22635502
"36",36,"All Sites","Both Sexes","Black",2000,521.2494995,2.844024206,520.72678139,521.57215005,2.84473156,526.01184593,521.75742646,2.845170745,526.19139016
"37",37,"All Sites","Both Sexes","Black",2001,523.27647861,2.821358986,518.21505392,523.68436476,2.822253945,521.4078107,523.73522123,2.822397971,521.53956259
"38",38,"All Sites","Both Sexes","Black",2002,520.25755418,2.778913611,515.71544178,520.3818991,2.779241233,516.84407332,520.51452798,2.779538099,516.92885978
"39",39,"All Sites","Both Sexes","Black",2003,511.01815535,2.722500031,513.22788653,511.14936394,2.722736791,512.32028105,511.28439492,2.723089769,512.35891818
"40",40,"All Sites","Both Sexes","Black",2004,511.05500817,2.694356586,510.75233001,511.3931967,2.695067478,507.83608429,511.53831317,2.695444911,507.82937742
"41",41,"All Sites","Both Sexes","Black",2005,499.06815614,2.732558401,508.28871434,499.52019908,2.733589426,503.39113644,465.089809,2.543166535,503.33988036
"42",42,"All Sites","Both Sexes","Black",2006,495.09597039,2.595811525,505.83698194,495.57053171,2.596989551,498.98509399,495.73595879,2.597360035,498.89007297
"43",43,"All Sites","Both Sexes","Black",2007,506.51947338,2.590236237,503.39707547,505.99416517,2.58610284,500.4235885,506.27014379,2.586749782,494.47960438
"44",44,"All Sites","Both Sexes","Black",2008,500.8137079,2.54910656,500.9689379,499.93630489,2.543131865,501.86622995,499.19762572,2.538959796,490.10812681
"45",45,"All Sites","Both Sexes","Black",2009,507.75332875,2.527102309,498.55251246,506.59136651,2.519554314,503.31303031,505.92662146,2.515464919,485.77529555
"46",46,"All Sites","Both Sexes","Black",2010,489.5017316,2.450199565,491.03392243,488.18666623,2.44141137,493.35335353,487.51338919,2.437217591,481.48076897
"47",47,"All Sites","Both Sexes","Black",2011,485.10992943,2.406173963,483.62871904,483.11194292,2.39323134,483.59076118,482.36267976,2.3887275,477.2242084
"48",48,"All Sites","Both Sexes","Black",2012,478.15443391,2.3555129,476.33519232,476.11739475,2.340870418,474.0213533,475.6269261,2.336928821,473.00527823
"49",49,"All Sites","Both Sexes","Black",2013,465.69689576,2.29513078,469.15165811,463.71528325,2.28045827,464.64130713,463.0922713,2.276020954,468.82364577
"50",50,"All Sites","Both Sexes","Black",2014,458.44808773,2.243465773,462.07645762,456.62244032,2.228128911,455.44687551,456.753244,2.22571438,464.67898129
"51",51,"All Sites","Both Sexes","Black",2015,457.89255116,2.227073872,455.10795708,454.95516085,2.199664938,456.05082665,455.2803592,2.19770652,460.57095798
"52",52,"All Sites","Both Sexes","Black",2016,449.41317791,2.259701221,448.24454738,457.19679313,2.193685036,456.65557866,458.10205993,2.190294537,456.49925189
"53",53,"All Sites","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,449.57847788,2.22534288,452.46354198
"54",54,"All Sites","Male","All Races",2000,576.9834036,1.369648477,576.4230157,576.99458211,1.369554282,577.19521922,577.11944329,1.36969575,576.8517844
"55",55,"All Sites","Male","All Races",2001,581.75031311,1.362205215,572.66376131,581.74575308,1.362098724,573.1222932,581.85125828,1.362211266,572.4553329
"56",56,"All Sites","Male","All Races",2002,575.62850254,1.341283284,568.92902362,575.65371488,1.341238123,569.07810741,575.76427324,1.34135158,568.09238876
"57",57,"All Sites","Male","All Races",2003,555.09416177,1.303396803,565.21864274,555.16249895,1.303387108,565.06245906,555.30100267,1.303537499,563.76269662
"58",58,"All Sites","Male","All Races",2004,555.83577518,1.29276471,561.53245983,555.91003864,1.292758597,561.07514676,556.03928964,1.29290356,559.46600305
"59",59,"All Sites","Male","All Races",2005,545.09810017,1.283925161,557.87031708,545.21036503,1.283997275,557.11597058,531.1024492,1.250804716,555.20205654
"60",60,"All Sites","Male","All Races",2006,551.79052933,1.261986769,554.2320577,551.95782436,1.262115251,553.18473196,552.17740639,1.262340615,550.97060753
"61",61,"All Sites","Male","All Races",2007,561.03494187,1.257810032,550.61752594,560.81002564,1.256980914,549.28123378,561.10274086,1.257305363,546.77140832
"62",62,"All Sites","Male","All Races",2008,546.43967031,1.226755448,547.02656704,546.05656029,1.225522826,545.40528028,545.97017805,1.224999291,542.60421313
"63",63,"All Sites","Male","All Races",2009,539.41331442,1.205334374,535.4869444,538.87466084,1.203758801,534.55885975,538.7267837,1.203156251,532.79675504
"64",64,"All Sites","Male","All Races",2010,527.15932991,1.178696717,524.19075215,526.62840563,1.177049461,523.92814091,526.40470288,1.176356089,523.16656471
"65",65,"All Sites","Male","All Races",2011,518.95926208,1.156184903,513.13285508,518.39314583,1.154301723,513.50883412,518.22104376,1.153641698,513.71043806
"66",66,"All Sites","Male","All Races",2012,495.28788349,1.115763548,502.30822632,494.38986723,1.112925589,503.29673505,494.34949624,1.112402501,504.42522893
"67",67,"All Sites","Male","All Races",2013,486.32014452,1.091977632,491.71194503,485.62680484,1.089275794,493.28772297,485.76653996,1.088978047,495.30784802
"68",68,"All Sites","Male","All Races",2014,478.91029959,1.072284241,481.33919417,478.25303149,1.069064311,483.47775912,478.75986073,1.068848689,486.35526187
"69",69,"All Sites","Male","All Races",2015,478.26444307,1.064483029,471.18525833,477.27675256,1.057239044,473.86288504,478.42802019,1.057656365,477.56449185
"70",70,"All Sites","Male","All Races",2016,460.14691562,1.068873852,461.24552157,471.05784485,1.043733961,464.43922101,476.2039391,1.048918586,468.93261317
"71",71,"All Sites","Male","All Races",2017,NA,NA,NA,NA,NA,NA,464.81456765,1.060117232,460.45675389
"72",72,"All Sites","Male","White",2000,580.12501178,1.496257917,579.1699832,580.18129946,1.496235021,579.94706528,580.37223783,1.496471993,579.67485737
"73",73,"All Sites","Male","White",2001,584.43101277,1.489808503,575.92252987,584.47834102,1.489767171,576.41531617,584.67790755,1.49000804,575.87427587
"74",74,"All Sites","Male","White",2002,579.61199528,1.471171392,572.69328527,579.74229219,1.471267508,572.90507463,579.94277397,1.471506323,572.09861252
"75",75,"All Sites","Male","White",2003,558.00987049,1.430299412,569.48214731,558.16554067,1.430409416,569.41620968,558.43868192,1.430743942,568.34770393
"76",76,"All Sites","Male","White",2004,559.6363123,1.422330517,566.28901447,559.78746185,1.422439766,565.94859114,560.03023651,1.422746631,564.6213878
"77",77,"All Sites","Male","White",2005,552.14497642,1.418244113,563.11378578,552.32705596,1.418427595,562.50208963,539.320781,1.384763803,560.91950291
"78",78,"All Sites","Male","White",2006,559.28697166,1.398217539,559.95636085,559.61030121,1.398574478,559.07657656,560.01696183,1.399065045,557.24188906
"79",79,"All Sites","Male","White",2007,567.58314499,1.39520709,556.81663987,567.42551704,1.394206138,555.6719241,567.94131854,1.39485734,553.58838712
"80",80,"All Sites","Male","White",2008,553.50377736,1.364874266,553.69452356,553.13302383,1.363341958,552.28800521,553.19527001,1.362783947,549.95883902
"81",81,"All Sites","Male","White",2009,545.11412409,1.342278284,542.39058843,544.59907994,1.340366943,541.62137104,544.55712139,1.339708041,540.22941123
"82",82,"All Sites","Male","White",2010,533.40994104,1.316904769,531.31742848,532.96052468,1.315009721,531.16074728,532.88152227,1.314321268,530.67210862
"83",83,"All Sites","Male","White",2011,526.36504128,1.296483383,520.47033232,525.97363697,1.294607526,520.90215516,526.00787455,1.29407536,521.2838861
"84",84,"All Sites","Male","White",2012,502.41679477,1.25446243,509.84468475,501.63774219,1.251483624,510.84169272,501.74723569,1.251050743,512.06175243
"85",85,"All Sites","Male","White",2013,492.86754684,1.229915494,499.43596479,492.39407617,1.227240678,500.97553338,492.84068925,1.227285537,503.00276931
"86",86,"All Sites","Male","White",2014,488.01987867,1.214697956,489.23974376,487.65412034,1.211443007,491.29992447,488.57857428,1.211783674,494.1040504
"87",87,"All Sites","Male","White",2015,487.04212371,1.209278649,479.2516834,486.21587452,1.201060004,481.81118578,487.95814985,1.202397567,485.36276044
"88",88,"All Sites","Male","White",2016,468.05969161,1.221130625,469.467534,478.22102911,1.188258797,472.50570818,483.6414078,1.193496935,476.77611432
"89",89,"All Sites","Male","White",2017,NA,NA,NA,NA,NA,NA,471.2525244,1.211967383,468.34137622
"90",90,"All Sites","Male","Black",2000,701.41349236,5.345503938,704.55775082,701.88919074,5.346252304,713.86678487,702.27406471,5.347452517,719.2563693
"91",91,"All Sites","Male","Black",2001,712.21477385,5.347746755,695.54045201,712.714116,5.348893523,701.02514992,712.89715269,5.349543329,705.37675734
"92",92,"All Sites","Male","Black",2002,691.22793378,5.202205304,686.63856132,691.40087024,5.202734925,688.41452107,691.58841264,5.203223536,691.76498259
"93",93,"All Sites","Male","Black",2003,673.18849382,5.085235644,677.85060168,673.57472949,5.086217086,676.0307428,673.5939716,5.08625176,678.41587657
"94",94,"All Sites","Male","Black",2004,672.11550474,5.034736465,669.17511494,672.57922252,5.035950895,663.86973432,672.87079346,5.036979576,665.32437051
"95",95,"All Sites","Male","Black",2005,639.6828407,5.006165416,660.61066163,640.17409182,5.007505925,651.92748828,595.63517756,4.653952087,652.48549345
"96",96,"All Sites","Male","Black",2006,634.54267913,4.733119565,652.15582067,635.28403249,4.735511377,640.20006938,635.58260202,4.736432769,639.89437038
"97",97,"All Sites","Male","Black",2007,649.32566186,4.726024189,643.80918919,648.8055524,4.719148004,639.08895245,649.18609383,4.720338386,627.54622035
"98",98,"All Sites","Male","Black",2008,638.89160876,4.616040362,635.56938227,637.86856789,4.604952048,637.97976395,637.11455057,4.598015357,615.43635466
"99",99,"All Sites","Male","Black",2009,639.77700605,4.548275729,627.43503271,638.3798505,4.534668578,636.87250053,637.62141567,4.527274887,603.5601751
"100",100,"All Sites","Male","Black",2010,608.55286312,4.351412433,608.49665108,606.88454576,4.335082306,613.4662836,606.22531485,4.328336417,591.91317218
"101",101,"All Sites","Male","Black",2011,593.11488042,4.222730416,590.12990201,590.89385815,4.200003438,590.9202875,590.1264906,4.192935318,580.49092345
"102",102,"All Sites","Male","Black",2012,572.66140475,4.075701872,572.31753146,570.97660114,4.05313464,569.20289756,570.50910108,4.04658915,569.2890918
"103",103,"All Sites","Male","Black",2013,550.74968822,3.932745782,555.04280617,549.01562551,3.909627288,548.283661,548.34445801,3.901913762,558.30342378
"104",104,"All Sites","Male","Black",2014,530.26205014,3.797206692,538.28949796,529.08884578,3.774863667,528.13324424,529.58548845,3.771883406,547.52974806
"105",105,"All Sites","Male","Black",2015,526.29404422,3.742497539,522.04186847,524.64542698,3.701601021,527.31461471,525.50315714,3.700323943,536.96397378
"106",106,"All Sites","Male","Black",2016,509.72084589,3.749319577,506.28465439,527.80057298,3.675885424,526.49725409,530.65853502,3.680554906,526.60208905
"107",107,"All Sites","Male","Black",2017,NA,NA,NA,NA,NA,NA,511.70486829,3.689895277,516.44015935
"108",108,"All Sites","Female","All Races",2000,421.05488108,1.02043884,417.46360831,421.08808433,1.020493591,417.88461272,421.18939299,1.020619519,424.39354292
"109",109,"All Sites","Female","All Races",2001,423.30866051,1.015458101,417.34817974,423.37555663,1.015550383,417.66568994,423.4512916,1.01564448,420.85437762
"110",110,"All Sites","Female","All Races",2002,420.17133498,1.00376877,417.23278309,420.25360541,1.003880946,417.44688184,420.31128749,1.003950083,417.34472665
"111",111,"All Sites","Female","All Races",2003,410.51250176,0.984542793,417.11741834,410.58998777,0.984656125,417.22818838,410.70133921,0.984790769,413.86434388
"112",112,"All Sites","Female","All Races",2004,412.83338137,0.981029654,417.0020855,412.92720327,0.981146345,417.00960949,413.01652549,0.981253858,410.41298523
"113",113,"All Sites","Female","All Races",2005,413.67723552,0.989591291,416.88678454,413.76819037,0.989712854,416.7911451,402.85635552,0.963402867,406.99040866
"114",114,"All Sites","Female","All Races",2006,412.01915956,0.968868921,416.77151546,412.17191971,0.969058301,416.57279517,412.30572248,0.969214504,410.53192011
"115",115,"All Sites","Female","All Races",2007,417.13355724,0.968283199,416.65627826,416.9673976,0.967711612,416.35455962,417.18525623,0.967970824,414.10424875
"116",116,"All Sites","Female","All Races",2008,419.82749308,0.964901016,416.54107291,419.516705,0.964009644,416.13643841,419.44778578,0.963602892,417.70766275
"117",117,"All Sites","Female","All Races",2009,421.77509661,0.961053471,416.42589942,421.39454868,0.959942639,415.91843146,421.23192477,0.959419227,417.40080242
"118",118,"All Sites","Female","All Races",2010,413.12669816,0.944727127,416.31075778,412.78896894,0.943589114,415.70053873,412.62230411,0.943057055,417.09416751
"119",119,"All Sites","Female","All Races",2011,412.99570034,0.939297197,416.19564798,412.37677585,0.937638061,415.48276015,412.21073198,0.937092772,416.78775787
"120",120,"All Sites","Female","All Races",2012,415.94460154,0.935718161,416.08057,415.17219587,0.933516992,415.26509565,415.07054133,0.933048966,416.48157332
"121",121,"All Sites","Female","All Races",2013,413.57044954,0.926096665,415.96552384,412.72500688,0.923666853,415.04754519,412.65216524,0.923229354,416.17561371
"122",122,"All Sites","Female","All Races",2014,417.62319328,0.925281865,415.85050949,416.79331721,0.922408569,414.8301087,416.87104764,0.921835523,415.86987887
"123",123,"All Sites","Female","All Races",2015,421.2805177,0.927575844,415.73552694,419.25145528,0.920503311,414.61278612,419.5525999,0.920072677,415.56436862
"124",124,"All Sites","Female","All Races",2016,413.9869602,0.945270284,415.62057619,412.88953763,0.912047672,414.39557739,415.63869269,0.914174864,415.25908281
"125",125,"All Sites","Female","All Races",2017,NA,NA,NA,NA,NA,NA,415.32910654,0.938858129,414.95402128
"126",126,"All Sites","Female","White",2000,434.9420086,1.147870721,429.92364513,434.99191916,1.147962548,430.4821795,435.10491598,1.148117694,438.67506009
"127",127,"All Sites","Female","White",2001,437.36140343,1.144841022,430.0253459,437.41646075,1.144931761,430.4505838,437.52338402,1.145078772,434.04908848
"128",128,"All Sites","Female","White",2002,432.82577356,1.132279274,430.12707073,432.93067386,1.132438023,430.41899042,432.99148683,1.132519994,429.47189924
"129",129,"All Sites","Female","White",2003,422.90043189,1.113133194,430.22881962,422.99642946,1.113293249,430.38739935,423.10558612,1.113435663,424.94297796
"130",130,"All Sites","Female","White",2004,424.93180483,1.111265154,430.33059258,425.01265553,1.111379443,430.3558106,425.14412652,1.111553273,425.53958649
"131",131,"All Sites","Female","White",2005,427.01025744,1.123613872,430.43238962,427.05982122,1.123699921,430.32422417,416.96605262,1.096892161,426.13703265
"132",132,"All Sites","Female","White",2006,425.93406194,1.104886816,430.53421074,426.15457997,1.105197099,430.29264006,426.32038479,1.105411865,426.73531761
"133",133,"All Sites","Female","White",2007,430.4844154,1.106178489,430.63605594,430.20620646,1.105268777,430.26105827,430.50343126,1.105664873,427.33444254
"134",134,"All Sites","Female","White",2008,434.4108379,1.106779533,430.73792524,433.97983625,1.105520871,430.2294788,433.91202788,1.104938069,427.93440862
"135",135,"All Sites","Female","White",2009,435.92800243,1.104574452,430.83981863,435.42374867,1.103054394,430.19790164,435.26393659,1.102346718,428.53521705
"136",136,"All Sites","Female","White",2010,427.08055961,1.088612988,430.94173613,426.62578952,1.087112653,430.1663268,426.48394961,1.086440798,429.13686899
"137",137,"All Sites","Female","White",2011,427.33771734,1.085999553,431.04367773,426.7295359,1.084206243,430.13475428,426.59575119,1.083524587,429.73936563
"138",138,"All Sites","Female","White",2012,430.50855035,1.084869064,431.14564345,429.85869683,1.082688928,430.10318408,429.7905716,1.082104226,430.34270817
"139",139,"All Sites","Female","White",2013,427.60798469,1.075385836,431.2476333,426.84876136,1.072948477,430.07161619,426.84106011,1.072444343,430.94689778
"140",140,"All Sites","Female","White",2014,433.27945911,1.079778962,431.34964726,432.57566009,1.076924098,430.04005062,432.80619265,1.076376218,431.55193566
"141",141,"All Sites","Female","White",2015,437.54879951,1.086790423,431.45168536,435.41259021,1.07856467,430.00848737,435.94386827,1.078299731,432.15782299
"142",142,"All Sites","Female","White",2016,432.25933896,1.117054062,431.5537476,429.37300949,1.073528578,429.97692643,432.04145269,1.074722563,432.76456097
"143",143,"All Sites","Female","White",2017,NA,NA,NA,NA,NA,NA,431.56197528,1.109358018,433.3721508
"144",144,"All Sites","Female","Black",2000,402.36962996,3.220862838,403.19141639,402.51843695,3.221527694,403.78819438,402.55358643,3.221610843,400.88886352
"145",145,"All Sites","Female","Black",2001,398.59426259,3.171455799,403.75545405,398.91633047,3.172592996,404.17522257,398.87097368,3.172416077,401.39382778
"146",146,"All Sites","Female","Black",2002,407.21547873,3.17129784,404.32028075,407.30344606,3.171615939,404.56262172,407.38747286,3.171900697,401.8994281
"147",147,"All Sites","Female","Black",2003,404.78289288,3.126057034,404.88589761,404.71570713,3.125717197,404.9503922,404.9393557,3.126631998,402.40566528
"148",148,"All Sites","Female","Black",2004,406.17749745,3.096323051,405.45230573,406.42968499,3.097209323,405.33853434,406.46717499,3.097322157,402.91254012
"149",149,"All Sites","Female","Black",2005,405.47880638,3.185705165,406.01950621,405.89911205,3.187115279,405.72704852,378.14635779,2.966773185,403.42005342
"150",150,"All Sites","Female","Black",2006,400.83940107,3.025483211,406.58750017,401.11058825,3.026531299,406.11593509,401.17215804,3.026677129,403.928206
"151",151,"All Sites","Female","Black",2007,410.74441446,3.026514943,407.15628872,410.24212284,3.021495639,406.5051944,410.44282651,3.022181053,404.43699865
"152",152,"All Sites","Female","Black",2008,406.19741818,2.98622959,407.72587296,405.37846105,2.97904321,406.89482682,404.64445757,2.97366983,404.94643218
"153",153,"All Sites","Female","Black",2009,418.62317782,2.988064831,408.29625401,417.62607031,2.979236315,407.28483269,416.98854071,2.974153626,405.4565074
"154",154,"All Sites","Female","Black",2010,407.46960911,2.920902843,408.86743299,406.38628892,2.910805122,407.67521238,405.70930227,2.905431537,405.96722512
"155",155,"All Sites","Female","Black",2011,410.63358857,2.897934972,409.43941101,408.78773918,2.882462647,408.06596625,408.07149643,2.876702511,406.47858614
"156",156,"All Sites","Female","Black",2012,413.22799536,2.872381611,410.01218919,411.02287423,2.853599833,408.45709466,410.50063554,2.84852882,406.99059128
"157",157,"All Sites","Female","Black",2013,407.2581132,2.824730356,410.58576864,405.12484826,2.805943934,408.84859795,404.50647263,2.800380938,407.50324135
"158",158,"All Sites","Female","Black",2014,410.78488305,2.800676119,411.1601505,408.49673917,2.779464185,409.2404765,408.34092553,2.775588994,408.01653715
"159",159,"All Sites","Female","Black",2015,411.9438368,2.792216869,411.73533587,408.0833451,2.754767721,409.63273067,408.01148404,2.750898349,408.53047951
"160",160,"All Sites","Female","Black",2016,408.38823769,2.854593955,412.31132589,408.84840915,2.749618972,410.0253608,408.54486074,2.7402481,409.04506924
"161",161,"All Sites","Female","Black",2017,NA,NA,NA,NA,NA,NA,406.91232303,2.810266088,409.56030715
"162",162,"All Sites (Ages 0-19)","Both Sexes","All Races",2000,16.161121682,0.264235603,16.305136035,16.165432008,0.264270757,16.321066739,16.178351283,0.264376046,16.316229911
"163",163,"All Sites (Ages 0-19)","Both Sexes","All Races",2001,17.135938777,0.271436504,16.457456419,17.14861999,0.27153521,16.470567999,17.157229813,0.271603481,16.461526478
"164",164,"All Sites (Ages 0-19)","Both Sexes","All Races",2002,17.134379248,0.270906547,16.611199758,17.143224708,0.27097867,16.621438693,17.151867978,0.271047589,16.608116916
"165",165,"All Sites (Ages 0-19)","Both Sexes","All Races",2003,15.94653044,0.260662829,16.766379348,15.955460895,0.260739229,16.773691365,15.963648314,0.260803494,16.756012747
"166",166,"All Sites (Ages 0-19)","Both Sexes","All Races",2004,16.966249723,0.267974601,16.923008604,16.965846079,0.267968334,16.927338675,16.965967601,0.267970215,16.905225595
"167",167,"All Sites (Ages 0-19)","Both Sexes","All Races",2005,17.36583489,0.274388045,17.08110107,17.382919314,0.274520981,17.082393396,16.938307228,0.267466086,17.055767188
"168",168,"All Sites (Ages 0-19)","Both Sexes","All Races",2006,16.345096437,0.262570499,17.240670414,16.362015369,0.262706995,17.238868422,16.379029313,0.262844914,17.207649359
"169",169,"All Sites (Ages 0-19)","Both Sexes","All Races",2007,17.450162606,0.270777576,17.401730433,17.447309702,0.270635441,17.396776761,17.447309702,0.270635441,17.360884046
"170",170,"All Sites (Ages 0-19)","Both Sexes","All Races",2008,17.62767687,0.271680064,17.564295054,17.62167498,0.271491043,17.556131544,17.621641199,0.271394141,17.515483293
"171",171,"All Sites (Ages 0-19)","Both Sexes","All Races",2009,18.108281055,0.275542073,17.728378331,18.080761876,0.275154884,17.716946019,18.085129414,0.275094001,17.671459251
"172",172,"All Sites (Ages 0-19)","Both Sexes","All Races",2010,17.560370518,0.271908439,17.893994452,17.542356769,0.271563529,17.879233558,17.530424057,0.271378858,17.828824181
"173",173,"All Sites (Ages 0-19)","Both Sexes","All Races",2011,18.003896569,0.276188755,18.061157737,18.012036577,0.276019891,18.043007654,18.016913902,0.275965131,17.98759045
"174",174,"All Sites (Ages 0-19)","Both Sexes","All Races",2012,17.935224938,0.276795354,18.229882638,17.897477013,0.276244556,18.208281923,17.911682017,0.276266633,18.147770538
"175",175,"All Sites (Ages 0-19)","Both Sexes","All Races",2013,17.990422444,0.278320849,18.400183745,17.956706708,0.277732086,18.375070107,17.949864688,0.277593242,18.309377035
"176",176,"All Sites (Ages 0-19)","Both Sexes","All Races",2014,18.817780033,0.285728202,18.572075781,18.7621442,0.284883147,18.543386074,18.777103761,0.284814961,18.472422644
"177",177,"All Sites (Ages 0-19)","Both Sexes","All Races",2015,19.385247015,0.291409588,18.74557361,19.353437093,0.290144783,18.713243818,19.361269491,0.29003489,18.636920179
"178",178,"All Sites (Ages 0-19)","Both Sexes","All Races",2016,18.905665097,0.295713187,18.920692233,18.889702296,0.287958684,18.884657462,18.91834965,0.288160397,18.802882569
"179",179,"All Sites (Ages 0-19)","Both Sexes","All Races",2017,NA,NA,NA,NA,NA,NA,18.557051951,0.293572408,18.970322861
"180",180,"All Sites (Ages 0-19)","Both Sexes","White",2000,17.736884195,0.318867871,17.571195242,17.742623702,0.318919522,17.593296973,17.748223643,0.318968683,17.59676558
"181",181,"All Sites (Ages 0-19)","Both Sexes","White",2001,18.418684903,0.324595329,17.719834143,18.418209034,0.324586934,17.738241291,18.429679962,0.324688297,17.736458498
"182",182,"All Sites (Ages 0-19)","Both Sexes","White",2002,18.451307236,0.324621357,17.869730416,18.457302399,0.324676533,17.884379747,18.463108909,0.32472845,17.877260377
"183",183,"All Sites (Ages 0-19)","Both Sexes","White",2003,16.90582975,0.310312205,18.020894697,16.917975392,0.310430727,18.031722182,16.923226615,0.310474926,18.01918002
