"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"2385",2385,"Non-Hodgkin Lymphoma","Female","All Races",2009,16.674687484,0.191278524,16.532412155,16.665776718,0.191051684,16.524634649,16.662888616,0.190946465,16.396698666
"2386",2386,"Non-Hodgkin Lymphoma","Female","All Races",2010,16.689359708,0.189881479,16.470486283,16.671267816,0.189605832,16.464729242,16.663269743,0.189457089,16.372136853
"2387",2387,"Non-Hodgkin Lymphoma","Female","All Races",2011,16.334072264,0.186676626,16.408792368,16.28560549,0.186153741,16.405041004,16.279209483,0.186010221,16.347611834
"2388",2388,"Non-Hodgkin Lymphoma","Female","All Races",2012,16.287676669,0.185037829,16.347329542,16.241523684,0.184455667,16.345569149,16.232632046,0.184326818,16.323123552
"2389",2389,"Non-Hodgkin Lymphoma","Female","All Races",2013,15.976739497,0.182188444,16.286096939,15.947540965,0.181657626,16.286312893,15.94817275,0.181564545,16.298671953
"2390",2390,"Non-Hodgkin Lymphoma","Female","All Races",2014,16.426289493,0.183306895,16.225093696,16.417717359,0.182794309,16.227271454,16.449398531,0.182830934,16.274256981
"2391",2391,"Non-Hodgkin Lymphoma","Female","All Races",2015,16.305672765,0.181703546,16.164318954,16.214887071,0.180112267,16.168444053,16.271253441,0.180338187,16.249878583
"2392",2392,"Non-Hodgkin Lymphoma","Female","All Races",2016,15.914759627,0.18462657,16.103771858,16.105758272,0.179021703,16.109829914,16.195666324,0.179489284,16.225536703
"2393",2393,"Non-Hodgkin Lymphoma","Female","All Races",2017,NA,NA,NA,NA,NA,NA,15.853407366,0.182998065,16.201231286
"2394",2394,"Non-Hodgkin Lymphoma","Female","White",2000,17.269994949,0.227541599,17.117332365,17.280982637,0.227626779,17.137900848,17.293237572,0.227709285,17.527487952
"2395",2395,"Non-Hodgkin Lymphoma","Female","White",2001,17.00289854,0.224195225,17.224019623,17.019306234,0.224314974,17.238319927,17.035404411,0.224430558,17.504510506
"2396",2396,"Non-Hodgkin Lymphoma","Female","White",2002,17.257515538,0.225097227,17.331371832,17.263118561,0.225131748,17.339327409,17.269383893,0.2251754,17.481563181
"2397",2397,"Non-Hodgkin Lymphoma","Female","White",2003,17.473606011,0.225175832,17.439393135,17.476084024,0.225188004,17.440926741,17.483896952,0.225234458,17.458645939
"2398",2398,"Non-Hodgkin Lymphoma","Female","White",2004,17.874890619,0.226577213,17.548087702,17.89060505,0.226666726,17.543121392,17.885305694,0.226635372,17.43575874
"2399",2399,"Non-Hodgkin Lymphoma","Female","White",2005,17.36292368,0.225209975,17.657459731,17.361261399,0.225206775,17.64591485,16.946159513,0.219770885,17.412901545
"2400",2400,"Non-Hodgkin Lymphoma","Female","White",2006,17.758408589,0.224539917,17.767513443,17.780065575,0.224672892,17.749310624,17.795830285,0.224767202,17.390074314
"2401",2401,"Non-Hodgkin Lymphoma","Female","White",2007,17.60479873,0.222352212,17.686479228,17.587784342,0.222087034,17.671182073,17.610448295,0.222234155,17.367277008
"2402",2402,"Non-Hodgkin Lymphoma","Female","White",2008,17.760192236,0.222527913,17.605814594,17.743747858,0.222242382,17.593397427,17.750137605,0.222156962,17.344509588
"2403",2403,"Non-Hodgkin Lymphoma","Female","White",2009,17.51884799,0.220586553,17.525517857,17.496659877,0.220224842,17.515955173,17.500258854,0.220120236,17.321772014
"2404",2404,"Non-Hodgkin Lymphoma","Female","White",2010,17.707353712,0.220578646,17.445587337,17.689159946,0.220270966,17.438853801,17.685675848,0.220095285,17.299064249
"2405",2405,"Non-Hodgkin Lymphoma","Female","White",2011,17.232808895,0.217010964,17.366021365,17.202404162,0.216567412,17.362091814,17.199221231,0.2163762,17.276386251
"2406",2406,"Non-Hodgkin Lymphoma","Female","White",2012,17.222136007,0.215669311,17.286818278,17.20474276,0.215219763,17.285667715,17.201320913,0.215086094,17.253737983
"2407",2407,"Non-Hodgkin Lymphoma","Female","White",2013,16.84291122,0.212347325,17.207976421,16.813939676,0.211753618,17.209580018,16.824462305,0.211670893,17.231119406
"2408",2408,"Non-Hodgkin Lymphoma","Female","White",2014,17.334118128,0.214641843,17.129494147,17.345949792,0.214255756,17.133827243,17.391823288,0.2143721,17.20853048
"2409",2409,"Non-Hodgkin Lymphoma","Female","White",2015,17.296997689,0.213792741,17.051369815,17.191420833,0.21185379,17.058407915,17.254506223,0.212063923,17.185971167
"2410",2410,"Non-Hodgkin Lymphoma","Female","White",2016,16.806262494,0.217694082,16.973601794,16.974634451,0.210768821,16.983320566,17.048197936,0.210929044,17.163441427
"2411",2411,"Non-Hodgkin Lymphoma","Female","White",2017,NA,NA,NA,NA,NA,NA,16.74500936,0.216201033,17.140941223
"2412",2412,"Non-Hodgkin Lymphoma","Female","Black",2000,11.157938136,0.529482295,11.897579233,11.157938136,0.529482295,11.916012167,11.157938136,0.529482295,11.816171902
"2413",2413,"Non-Hodgkin Lymphoma","Female","Black",2001,12.109470256,0.545313852,11.9439308,12.110149243,0.545351021,11.955436764,12.110149243,0.545351021,11.863030061
"2414",2414,"Non-Hodgkin Lymphoma","Female","Black",2002,11.879610933,0.533717164,11.990462948,11.899753984,0.534097139,11.9949918,11.899753984,0.534097139,11.91007404
"2415",2415,"Non-Hodgkin Lymphoma","Female","Black",2003,11.687502245,0.524400641,12.03717638,11.687502245,0.524400641,12.034677704,11.687502245,0.524400641,11.957304577
"2416",2416,"Non-Hodgkin Lymphoma","Female","Black",2004,12.833295721,0.545378212,12.084071801,12.835268509,0.545481546,12.074494911,12.862851799,0.546178501,12.004722411
"2417",2417,"Non-Hodgkin Lymphoma","Female","Black",2005,12.632591787,0.557437784,12.131149922,12.633290813,0.557464684,12.114443854,11.787556686,0.519389738,12.052328285
"2418",2418,"Non-Hodgkin Lymphoma","Female","Black",2006,11.734446659,0.511944595,12.178411454,11.705058463,0.511132235,12.154524971,11.70183107,0.511012757,12.100122945
"2419",2419,"Non-Hodgkin Lymphoma","Female","Black",2007,12.561317666,0.525624768,12.225857111,12.554669715,0.524886558,12.194738697,12.59044394,0.525498277,12.148107138
"2420",2420,"Non-Hodgkin Lymphoma","Female","Black",2008,12.131345739,0.514515655,12.27348761,12.104031737,0.512908194,12.235085472,12.062367992,0.511490737,12.196281618
"2421",2421,"Non-Hodgkin Lymphoma","Female","Black",2009,12.47247053,0.515715998,12.321303673,12.487367144,0.514663021,12.275565736,12.496794264,0.514670539,12.244647139
"2422",2422,"Non-Hodgkin Lymphoma","Female","Black",2010,12.249405746,0.507143743,12.369306021,12.195366989,0.50442452,12.31617993,12.179718779,0.503794802,12.293204457
"2423",2423,"Non-Hodgkin Lymphoma","Female","Black",2011,12.282125046,0.505038717,12.41749538,12.12821963,0.499362072,12.356928498,12.144788379,0.499242919,12.341954334
"2424",2424,"Non-Hodgkin Lymphoma","Female","Black",2012,12.891257462,0.505661568,12.46587248,12.784356301,0.501362156,12.397811885,12.822494262,0.501770875,12.390897533
"2425",2425,"Non-Hodgkin Lymphoma","Female","Black",2013,12.815783273,0.505490423,12.514438051,12.697424276,0.499848283,12.438830535,12.707004614,0.49985407,12.440034822
"2426",2426,"Non-Hodgkin Lymphoma","Female","Black",2014,12.628921317,0.490803994,12.563192828,12.523095012,0.485550418,12.479984898,12.58152215,0.486015991,12.489366969
"2427",2427,"Non-Hodgkin Lymphoma","Female","Black",2015,11.918112074,0.478232149,12.612137548,11.826877194,0.472191713,12.521275421,11.881660857,0.473353418,12.538894747
"2428",2428,"Non-Hodgkin Lymphoma","Female","Black",2016,12.60167058,0.50029523,12.661272951,12.60048966,0.480442096,12.562702555,12.644760974,0.480440803,12.588618932
"2429",2429,"Non-Hodgkin Lymphoma","Female","Black",2017,NA,NA,NA,NA,NA,NA,12.561772301,0.498296951,12.638540304
"2430",2430,"Oral Cavity and Pharynx","Both Sexes","All Races",2000,10.901281534,0.121667797,10.914494042,10.90225739,0.121671172,10.91540358,10.910397269,0.121716652,10.891051119
"2431",2431,"Oral Cavity and Pharynx","Both Sexes","All Races",2001,10.838203434,0.120254752,10.837720322,10.83903233,0.120256665,10.838761127,10.83903233,0.120256665,10.838715881
"2432",2432,"Oral Cavity and Pharynx","Both Sexes","All Races",2002,10.841695349,0.119047395,10.761486636,10.842636893,0.119050646,10.762656818,10.847518506,0.119075665,10.786632131
"2433",2433,"Oral Cavity and Pharynx","Both Sexes","All Races",2003,10.575793649,0.116434431,10.685789186,10.577913409,0.116443704,10.687086875,10.579289424,0.116451923,10.734798661
"2434",2434,"Oral Cavity and Pharynx","Both Sexes","All Races",2004,10.720164293,0.116264007,10.6106242,10.717730003,0.116244507,10.612047547,10.719064936,0.116252172,10.683214269
"2435",2435,"Oral Cavity and Pharynx","Both Sexes","All Races",2005,10.553280758,0.11588363,10.696925955,10.556773578,0.115901929,10.696226767,10.278993747,0.112836648,10.631877758
"2436",2436,"Oral Cavity and Pharynx","Both Sexes","All Races",2006,10.693611872,0.114040909,10.783929647,10.696155036,0.114055389,10.781073733,10.701395085,0.114085336,10.718945468
"2437",2437,"Oral Cavity and Pharynx","Both Sexes","All Races",2007,10.895441223,0.114222254,10.871640985,10.890238934,0.114149932,10.86659374,10.888741345,0.114140289,10.806726202
"2438",2438,"Oral Cavity and Pharynx","Both Sexes","All Races",2008,11.042431031,0.113902562,10.960065726,11.040265091,0.113832973,10.952792128,11.035110432,0.113774801,10.8952258
"2439",2439,"Oral Cavity and Pharynx","Both Sexes","All Races",2009,11.25513477,0.114019075,11.049209672,11.24031089,0.113861985,11.039674277,11.233056693,0.113789067,10.984450147
"2440",2440,"Oral Cavity and Pharynx","Both Sexes","All Races",2010,10.999174039,0.111536758,11.139078671,10.985898953,0.111386325,11.127245613,10.980543544,0.111322274,11.074405181
"2441",2441,"Oral Cavity and Pharynx","Both Sexes","All Races",2011,11.273864475,0.112195512,11.229678623,11.25759386,0.112008337,11.215511601,11.260243267,0.111982835,11.165096884
"2442",2442,"Oral Cavity and Pharynx","Both Sexes","All Races",2012,11.150795019,0.110427959,11.321015471,11.130890775,0.110182531,11.304477751,11.128585301,0.110124845,11.256531289
"2443",2443,"Oral Cavity and Pharynx","Both Sexes","All Races",2013,11.507605287,0.11105863,11.413095209,11.491128479,0.11081344,11.394149619,11.48516433,0.110736787,11.348714478
"2444",2444,"Oral Cavity and Pharynx","Both Sexes","All Races",2014,11.576300831,0.110364047,11.50592388,11.546365287,0.109980916,11.484532802,11.535487536,0.109834357,11.441652584
"2445",2445,"Oral Cavity and Pharynx","Both Sexes","All Races",2015,11.681294723,0.110504967,11.599507576,11.645135569,0.109781111,11.575632942,11.654007235,0.109727171,11.535351789
"2446",2446,"Oral Cavity and Pharynx","Both Sexes","All Races",2016,11.545496242,0.112403393,11.693852436,11.547177099,0.108960667,11.667455727,11.639077356,0.109276772,11.629818325
"2447",2447,"Oral Cavity and Pharynx","Both Sexes","All Races",2017,NA,NA,NA,NA,NA,NA,11.385875774,0.110613854,11.725058476
"2448",2448,"Oral Cavity and Pharynx","Both Sexes","White",2000,10.937755565,0.134246111,11.013932623,10.935865247,0.134233033,11.010168352,10.944174194,0.13428446,11.021584288
"2449",2449,"Oral Cavity and Pharynx","Both Sexes","White",2001,10.958966689,0.133397966,10.922682089,10.960297381,0.133404315,10.923297609,10.961874746,0.133413641,10.925922971
"2450",2450,"Oral Cavity and Pharynx","Both Sexes","White",2002,10.980687783,0.132544362,10.832187567,10.978866731,0.132531914,10.83711228,10.983759071,0.132562006,10.831091943
"2451",2451,"Oral Cavity and Pharynx","Both Sexes","White",2003,10.657547112,0.129528185,10.742442794,10.66335604,0.129560853,10.751606958,10.661679654,0.129550035,10.737083995
"2452",2452,"Oral Cavity and Pharynx","Both Sexes","White",2004,10.955659376,0.130437558,10.866679168,10.951842386,0.130410812,10.871809975,10.951842386,0.130410812,10.854460641
"2453",2453,"Oral Cavity and Pharynx","Both Sexes","White",2005,10.808955248,0.130241713,10.992352336,10.813779227,0.130272684,10.993356862,10.557610151,0.127153904,10.973120435
"2454",2454,"Oral Cavity and Pharynx","Both Sexes","White",2006,10.967693937,0.128675862,11.119478914,10.968192455,0.128681942,11.116262643,10.977127334,0.128733916,11.093077406
"2455",2455,"Oral Cavity and Pharynx","Both Sexes","White",2007,11.258350877,0.129575395,11.248075712,11.250738266,0.12946238,11.240542512,11.248919407,0.129449831,11.214345733
"2456",2456,"Oral Cavity and Pharynx","Both Sexes","White",2008,11.467782788,0.129822049,11.378159732,11.464303461,0.129717489,11.36621183,11.457971206,0.129629713,11.336939753
"2457",2457,"Oral Cavity and Pharynx","Both Sexes","White",2009,11.747966456,0.130611941,11.509748174,11.721979073,0.130345035,11.493286132,11.714939626,0.130243194,11.460873957
"2458",2458,"Oral Cavity and Pharynx","Both Sexes","White",2010,11.482001991,0.1281326,11.642858437,11.466759984,0.127916758,11.621781126,11.460357532,0.12781434,11.586162997
"2459",2459,"Oral Cavity and Pharynx","Both Sexes","White",2011,11.916698168,0.129876798,11.77750812,11.895335672,0.129616744,11.751712694,11.892683327,0.129529868,11.712821683
"2460",2460,"Oral Cavity and Pharynx","Both Sexes","White",2012,11.724857835,0.127724423,11.913715026,11.694517509,0.127374037,11.883096897,11.687948099,0.127251854,11.840864988
"2461",2461,"Oral Cavity and Pharynx","Both Sexes","White",2013,12.144651119,0.128958203,12.051497167,12.12097369,0.12862505,12.015949976,12.112794317,0.128487201,11.970308048
"2462",2462,"Oral Cavity and Pharynx","Both Sexes","White",2014,12.272357177,0.1286951,12.190872757,12.243119993,0.128237565,12.150288354,12.227269171,0.127998488,12.101166166
"2463",2463,"Oral Cavity and Pharynx","Both Sexes","White",2015,12.400003097,0.129379928,12.331860227,12.348126079,0.12842439,12.286128635,12.365214394,0.128378932,12.233454812
"2464",2464,"Oral Cavity and Pharynx","Both Sexes","White",2016,12.296450086,0.132540174,12.474478217,12.237368731,0.127935742,12.423487611,12.331568713,0.128144665,12.367189622
"2465",2465,"Oral Cavity and Pharynx","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,12.171948033,0.130995685,12.502386407
"2466",2466,"Oral Cavity and Pharynx","Both Sexes","Black",2000,11.477285559,0.405266739,11.454745502,11.490888233,0.40549496,11.438114881,11.503319348,0.405685463,11.303006479
"2467",2467,"Oral Cavity and Pharynx","Both Sexes","Black",2001,11.440433433,0.400032866,11.25961612,11.440433433,0.400032866,11.244639715,11.440433433,0.400032866,11.125766403
"2468",2468,"Oral Cavity and Pharynx","Both Sexes","Black",2002,11.201404533,0.391940124,11.067810729,11.201404533,0.391940124,11.054437172,11.212632432,0.392100914,10.95130559
"2469",2469,"Oral Cavity and Pharynx","Both Sexes","Black",2003,11.460785908,0.391305929,10.879272706,11.460785908,0.391305929,10.867451896,11.458889555,0.391221212,10.779580462
"2470",2470,"Oral Cavity and Pharynx","Both Sexes","Black",2004,10.742040475,0.375472658,10.693946393,10.742040475,0.375472658,10.683629467,10.742040475,0.375472658,10.610548119
"2471",2471,"Oral Cavity and Pharynx","Both Sexes","Black",2005,9.983404566,0.370001025,10.511777077,9.982947348,0.369990227,10.502916385,9.298709521,0.344450144,10.444166337
"2472",2472,"Oral Cavity and Pharynx","Both Sexes","Black",2006,10.002003024,0.352994871,10.33271098,10.010849284,0.353101732,10.325260057,10.001470819,0.352977163,10.280393553
"2473",2473,"Oral Cavity and Pharynx","Both Sexes","Black",2007,10.312155158,0.355144893,10.15669524,10.320469273,0.355032075,10.150608777,10.320469273,0.355032075,10.119188855
"2474",2474,"Oral Cavity and Pharynx","Both Sexes","Black",2008,9.469986082,0.336062193,9.983677894,9.452402937,0.335245817,9.978911715,9.439370633,0.334783313,9.960511975
"2475",2475,"Oral Cavity and Pharynx","Both Sexes","Black",2009,9.836239187,0.33347954,9.813607865,9.812072807,0.332485072,9.810118901,9.806106942,0.332098916,9.804323273
"2476",2476,"Oral Cavity and Pharynx","Both Sexes","Black",2010,9.530963596,0.327736802,9.646434947,9.493092641,0.326403258,9.644181209,9.47809994,0.325881294,9.650583734
"2477",2477,"Oral Cavity and Pharynx","Both Sexes","Black",2011,9.205761833,0.319894096,9.482109787,9.155304142,0.31801359,9.481050345,9.147616639,0.317572352,9.499254952
"2478",2478,"Oral Cavity and Pharynx","Both Sexes","Black",2012,9.390943486,0.318218319,9.320583874,9.327518573,0.315830773,9.320678832,9.310508181,0.315261556,9.350299126
"2479",2479,"Oral Cavity and Pharynx","Both Sexes","Black",2013,9.013958666,0.306317469,9.161809524,8.990533559,0.304952249,9.163019995,8.972591773,0.304330809,9.203679044
"2480",2480,"Oral Cavity and Pharynx","Both Sexes","Black",2014,9.381485734,0.31154956,9.005739865,9.303852514,0.308892587,9.00802795,9.297490028,0.308700221,9.059358081
"2481",2481,"Oral Cavity and Pharynx","Both Sexes","Black",2015,9.082566855,0.301328002,8.852328822,9.026800799,0.298062605,8.855657588,9.041347644,0.298222433,8.917300185
"2482",2482,"Oral Cavity and Pharynx","Both Sexes","Black",2016,8.700222484,0.302198623,8.701531106,8.93264794,0.296187707,8.705864564,8.988603056,0.29673407,8.777469869
"2483",2483,"Oral Cavity and Pharynx","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,8.927391739,0.303835597,8.639832203
"2484",2484,"Oral Cavity and Pharynx","Male","All Races",2000,16.41360629,0.224484812,16.285791867,16.416449822,0.224477589,16.286585238,16.422289543,0.224515957,16.298630684
"2485",2485,"Oral Cavity and Pharynx","Male","All Races",2001,16.007164275,0.220000214,16.208721947,16.005297019,0.219969346,16.209444548,16.007948152,0.219985321,16.216282777
"2486",2486,"Oral Cavity and Pharynx","Male","All Races",2002,16.261273023,0.218737531,16.132016749,16.263180584,0.218744183,16.132669231,16.273144253,0.218800906,16.134350928
"2487",2487,"Oral Cavity and Pharynx","Male","All Races",2003,15.914985482,0.214148299,16.055674546,15.915724077,0.21413472,16.056257556,15.918262706,0.214149768,16.052833035
"2488",2488,"Oral Cavity and Pharynx","Male","All Races",2004,16.038361758,0.212305345,15.97969362,16.035006184,0.212251911,15.980207803,16.035006184,0.212251911,15.971727006
"2489",2489,"Oral Cavity and Pharynx","Male","All Races",2005,15.738119627,0.21117812,15.904072262,15.743634064,0.211189594,15.904518255,15.334027646,0.205706453,15.891030761
"2490",2490,"Oral Cavity and Pharynx","Male","All Races",2006,15.850371092,0.206452884,16.065402426,15.84896621,0.206431867,16.062092097,15.863102915,0.206530085,16.038393293
"2491",2491,"Oral Cavity and Pharynx","Male","All Races",2007,16.403484716,0.208488761,16.228369116,16.398331287,0.208377753,16.2212271,16.394866392,0.208349472,16.187122363
"2492",2492,"Oral Cavity and Pharynx","Male","All Races",2008,16.538622483,0.206930625,16.392988932,16.535115678,0.20679313,16.381938732,16.528356626,0.206695635,16.337230644
"2493",2493,"Oral Cavity and Pharynx","Male","All Races",2009,16.846468008,0.206363744,16.559278643,16.820750286,0.206042869,16.544242612,16.811531164,0.205916961,16.488730927
"2494",2494,"Oral Cavity and Pharynx","Male","All Races",2010,16.49458326,0.201733446,16.72725519,16.473703827,0.201451149,16.708154516,16.462083632,0.201311843,16.64163612
"2495",2495,"Oral Cavity and Pharynx","Male","All Races",2011,17.056451329,0.203753542,16.896935683,17.030796959,0.203399072,16.873690376,17.03004489,0.203324115,16.795959251
"2496",2496,"Oral Cavity and Pharynx","Male","All Races",2012,16.734476364,0.199491267,17.068337407,16.705627299,0.19903647,17.04086628,16.708657014,0.198968789,16.951713469
"2497",2497,"Oral Cavity and Pharynx","Male","All Races",2013,17.492820974,0.201588614,17.241477822,17.475342233,0.201180399,17.209698478,17.466203149,0.201054121,17.108912045
"2498",2498,"Oral Cavity and Pharynx","Male","All Races",2014,17.549309717,0.200120432,17.416374565,17.497661733,0.199378487,17.380203379,17.48530072,0.199139565,17.267568372
"2499",2499,"Oral Cavity and Pharynx","Male","All Races",2015,17.62979426,0.199378752,17.593045453,17.566051935,0.197987533,17.552397555,17.59289333,0.197960128,17.42769597
"2500",2500,"Oral Cavity and Pharynx","Male","All Races",2016,17.512906595,0.203316243,17.771508482,17.510114151,0.196993571,17.726297744,17.647476445,0.197600971,17.589308481
"2501",2501,"Oral Cavity and Pharynx","Male","All Races",2017,NA,NA,NA,NA,NA,NA,17.068683647,0.198292815,17.752419676
"2502",2502,"Oral Cavity and Pharynx","Male","White",2000,16.335153189,0.24566764,16.231626941,16.332442496,0.245621341,15.779695531,16.336231655,0.245650567,16.289405873
"2503",2503,"Oral Cavity and Pharynx","Male","White",2001,16.17029408,0.242784616,16.247489023,16.168482652,0.242751548,15.946142408,16.174922823,0.242794258,16.264939976
"2504",2504,"Oral Cavity and Pharynx","Male","White",2002,16.32060669,0.241137777,16.263366607,16.316759628,0.24110745,16.114344996,16.326939425,0.241179578,16.240510825
"2505",2505,"Oral Cavity and Pharynx","Male","White",2003,16.053199331,0.236945148,16.279259707,16.054282602,0.236931476,16.284321812,16.057374858,0.236951654,16.216118366
"2506",2506,"Oral Cavity and Pharynx","Male","White",2004,16.377211107,0.236661871,16.295168338,16.370045598,0.236574829,16.456091572,16.370045598,0.236574829,16.191762542
"2507",2507,"Oral Cavity and Pharynx","Male","White",2005,16.231509753,0.236729011,16.311092515,16.239462505,0.236764081,16.629673189,15.859346511,0.231165015,16.167443301
"2508",2508,"Oral Cavity and Pharynx","Male","White",2006,16.282811069,0.231631876,16.536111945,16.281881722,0.231615645,16.805085774,16.304451726,0.231775417,16.41487006
"2509",2509,"Oral Cavity and Pharynx","Male","White",2007,16.959896119,0.234778726,16.764235626,16.953013802,0.234619111,16.98234864,16.948865457,0.234583184,16.666083442
"2510",2510,"Oral Cavity and Pharynx","Male","White",2008,17.085442852,0.233424524,16.995506384,17.074560789,0.233190422,17.161481304,17.063720239,0.233021578,16.921141396
"2511",2511,"Oral Cavity and Pharynx","Male","White",2009,17.517366452,0.234252847,17.229967634,17.479599812,0.2337626,17.34250349,17.465233658,0.233549776,17.180102761
"2512",2512,"Oral Cavity and Pharynx","Male","White",2010,17.155107813,0.229574622,17.467663391,17.125053183,0.22913516,17.525435129,17.106386037,0.22888497,17.443027274
"2513",2513,"Oral Cavity and Pharynx","Male","White",2011,17.974941213,0.233413085,17.708638276,17.937931672,0.232915456,17.710296361,17.936882205,0.232772021,17.709975587
"2514",2514,"Oral Cavity and Pharynx","Male","White",2012,17.610356096,0.228969882,17.952937527,17.560755961,0.228297255,17.89710754,17.559312108,0.228132967,17.98100928
"2515",2515,"Oral Cavity and Pharynx","Male","White",2013,18.467160809,0.232303626,18.200607004,18.427132457,0.231668635,18.085889235,18.41973164,0.231468667,18.256190876
"2516",2516,"Oral Cavity and Pharynx","Male","White",2014,18.57293867,0.231368607,18.451693201,18.527147516,0.23051784,18.276662231,18.5086704,0.230130443,18.535583855
"2517",2517,"Oral Cavity and Pharynx","Male","White",2015,18.828478156,0.232169368,18.706243255,18.721727219,0.230267292,18.469447533,18.764965151,0.23029919,18.819252668
"2518",2518,"Oral Cavity and Pharynx","Male","White",2016,18.61076064,0.237401536,18.96430495,18.52064293,0.22916884,18.664266366,18.675531034,0.229704823,18.532553314
"2519",2519,"Oral Cavity and Pharynx","Male","White",2017,NA,NA,NA,NA,NA,NA,18.174843405,0.232000736,18.250221642
"2520",2520,"Oral Cavity and Pharynx","Male","Black",2000,19.534999507,0.815531293,19.929769732,19.564904519,0.816079408,19.968995046,19.591855829,0.816524325,20.139071477
"2521",2521,"Oral Cavity and Pharynx","Male","Black",2001,18.503410246,0.797483742,19.079445009,18.503410246,0.797483742,19.095928965,18.503410246,0.797483742,19.145542286
"2522",2522,"Oral Cavity and Pharynx","Male","Black",2002,18.808378333,0.793359259,18.26540029,18.808378333,0.793359259,18.261034278,18.832659806,0.79373075,18.201027283
"2523",2523,"Oral Cavity and Pharynx","Male","Black",2003,18.336294492,0.781644112,17.486087652,18.336294492,0.781644112,17.462642091,18.336294492,0.781644112,17.303108432
"2524",2524,"Oral Cavity and Pharynx","Male","Black",2004,17.421686225,0.746023599,16.740025211,17.421686225,0.746023599,16.699156475,17.421686225,0.746023599,16.449486985
"2525",2525,"Oral Cavity and Pharynx","Male","Black",2005,14.956576662,0.69647713,16.025794315,14.955475995,0.696449786,15.969051276,13.910793241,0.647975003,15.637977601
"2526",2526,"Oral Cavity and Pharynx","Male","Black",2006,15.513524982,0.680996563,15.802451338,15.51030715,0.680884579,15.754690132,15.489834141,0.680576715,15.482101214
"2527",2527,"Oral Cavity and Pharynx","Male","Black",2007,16.003440261,0.697546825,15.582220972,15.99789212,0.696696141,15.543206474,15.99789212,0.696696141,15.327778574
"2528",2528,"Oral Cavity and Pharynx","Male","Black",2008,15.133913131,0.658203072,15.365059841,15.1087678,0.656604372,15.334561673,15.087797766,0.655700451,15.174994193
"2529",2529,"Oral Cavity and Pharynx","Male","Black",2009,15.241043508,0.641391981,15.150925168,15.193415065,0.639467116,15.128717624,15.189331367,0.638765426,15.023732738
"2530",2530,"Oral Cavity and Pharynx","Male","Black",2010,14.672879458,0.626164098,14.939774777,14.612877189,0.623510881,14.92563673,14.590123995,0.622536328,14.873979027
"2531",2531,"Oral Cavity and Pharynx","Male","Black",2011,14.649485133,0.631014999,14.731567077,14.568578487,0.627054925,14.7252819,14.543782169,0.625984952,14.725718034
"2532",2532,"Oral Cavity and Pharynx","Male","Black",2012,14.872721294,0.619786661,14.526261056,14.773427636,0.615055875,14.52761654,14.747500098,0.613994615,14.578934877
"2533",2533,"Oral Cavity and Pharynx","Male","Black",2013,13.924394717,0.580500718,14.323816277,13.926849205,0.579169805,14.332604548,13.89799933,0.577927749,14.433614828
"2534",2534,"Oral Cavity and Pharynx","Male","Black",2014,14.585235245,0.599022537,14.124192862,14.461300272,0.593709078,14.140210307,14.456726882,0.593589268,14.289743301
"2535",2535,"Oral Cavity and Pharynx","Male","Black",2015,13.712803978,0.573018999,13.927351494,13.705311399,0.569061408,13.950398678,13.719662613,0.569288699,14.147305857
"2536",2536,"Oral Cavity and Pharynx","Male","Black",2016,13.761131125,0.583751001,13.733253398,14.03957612,0.570580648,13.763134991,14.047974605,0.569798344,14.006288204
"2537",2537,"Oral Cavity and Pharynx","Male","Black",2017,NA,NA,NA,NA,NA,NA,14.377792687,0.591012079,13.866676187
"2538",2538,"Oral Cavity and Pharynx","Female","All Races",2000,6.275305441,0.124498291,6.233764915,6.273032633,0.124477126,6.234601101,6.282760198,0.124572893,6.208258736
"2539",2539,"Oral Cavity and Pharynx","Female","All Races",2001,6.518907229,0.125785068,6.242247847,6.521238595,0.12580658,6.242501783,6.518744709,0.12578186,6.218682089
"2540",2540,"Oral Cavity and Pharynx","Female","All Races",2002,6.285903713,0.122765604,6.250742322,6.286215152,0.122770921,6.250412478,6.286215152,0.122770921,6.229122943
"2541",2541,"Oral Cavity and Pharynx","Female","All Races",2003,6.083423949,0.119678976,6.259248356,6.086168661,0.119709824,6.258333198,6.086692383,0.119720032,6.239581325
"2542",2542,"Oral Cavity and Pharynx","Female","All Races",2004,6.180938447,0.119877827,6.267765965,6.177525689,0.119832824,6.266263955,6.180203712,0.119862744,6.250057267
"2543",2543,"Oral Cavity and Pharynx","Female","All Races",2005,6.159245117,0.120706602,6.276295165,6.159028964,0.120703285,6.274204762,5.996940825,0.117497138,6.260550798
"2544",2544,"Oral Cavity and Pharynx","Female","All Races",2006,6.275500368,0.119254255,6.284835971,6.280532352,0.119307765,6.282155632,6.278345439,0.11928772,6.271061947
"2545",2545,"Oral Cavity and Pharynx","Female","All Races",2007,6.200869721,0.117744475,6.2933884,6.195957577,0.117648936,6.290116577,6.195957577,0.117648936,6.281590743
